Inspection Stage Description,School Code,Borough Name,TCO Obtained Date,Inspection Category,Observation Description,Inspection Date
Initial,JS598K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/21/2019 03:00:00 PM
Initial,JS598K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/21/2019 03:00:00 PM
Initial,OS000X,BRONX,,HVAC,Project info,08/05/2019 01:00:00 PM
Initial,OS430K,BROOKLYN,,LOWVOLTAGE,Project info,08/26/2019 12:10:00 PM
Initial,PS000R,STATEN ISLAND,,ARCHITECTURAL,Deficiency,08/26/2019 04:00:00 PM
Initial,PS001R,STATEN ISLAND,,PLUMBING,Required Test,08/15/2019 08:18:37 AM
Initial,PS001R,STATEN ISLAND,,POWERANDLIGHTING,Deficiency,08/08/2019 08:15:00 AM
Initial,PS001R,STATEN ISLAND,,POWERANDLIGHTING,Project info,08/08/2019 08:15:00 AM
Initial,PS002Q,QUEENS,,ARCHITECTURAL,Deficiency,08/22/2019 07:00:00 AM
Initial,PS002Q,QUEENS,,ARCHITECTURAL,Project info,08/22/2019 07:00:00 AM
Initial,PS006X,BRONX,,HVAC,Project info,08/23/2019 02:00:00 PM
Initial,PS014X,BRONX,,LOWVOLTAGE,Deficiency,08/27/2019 07:00:00 AM
Initial,PS014X,BRONX,,LOWVOLTAGE,Required Test,08/27/2019 07:00:00 AM
Initial,PS021X,BRONX,,POWERANDLIGHTING,Deficiency,08/13/2019 01:45:00 PM
Initial,PS030M,MANHATTAN,,POWERANDLIGHTING,Deficiency,08/08/2019 04:20:00 PM
Initial,PS030R,STATEN ISLAND,,FINALCONSTRUCTION,Deficiency,08/19/2019 09:00:00 AM
Initial,PS033X,BRONX,,FINALCONSTRUCTION,Deficiency,08/27/2019 09:10:00 AM
Initial,PS033X,BRONX,,FINALCONSTRUCTION,Issue to Resolve,08/27/2019 09:10:00 AM
Initial,PS042X,BRONX,,ARCHITECTURAL,Deficiency,08/22/2019 02:00:00 PM
Initial,PS042X,BRONX,,ARCHITECTURAL,Project info,08/22/2019 02:00:00 PM
Initial,PS047Q,QUEENS,,ARCHITECTURAL,Project info,08/05/2019 09:30:00 AM
Initial,PS050M,MANHATTAN,,HVAC,Project info,08/08/2019 08:00:00 AM
Initial,PS050M,MANHATTAN,,HVAC,Required Test,08/08/2019 08:00:00 AM
Initial,PS050M,MANHATTAN,,PLUMBING,Project info,08/08/2019 01:00:00 PM
Initial,PS065X,BRONX,,POWERANDLIGHTING,Deficiency,08/06/2019 11:00:00 AM
Initial,PS066Q,QUEENS,,ARCHITECTURAL,Deficiency,08/16/2019 12:00:00 PM
Initial,PS074R,STATEN ISLAND,,HVAC,Issue to Resolve,08/01/2019 10:16:00 AM
Initial,PS074R,STATEN ISLAND,,HVAC,Project info,08/01/2019 10:16:00 AM
Initial,PS074R,STATEN ISLAND,,POWERANDLIGHTING,Deficiency,08/21/2019 02:58:00 PM
Initial,PS074R,STATEN ISLAND,,POWERANDLIGHTING,Project info,08/21/2019 02:58:00 PM
Initial,PS079Q,QUEENS,,POWERANDLIGHTING,Deficiency,08/23/2019 03:00:00 PM
Initial,PS079Q,QUEENS,,POWERANDLIGHTING,Project info,08/23/2019 03:00:00 PM
Initial,PS081Q,QUEENS,,HVAC,Deficiency,08/02/2019 02:00:00 PM
Initial,PS081Q,QUEENS,,HVAC,Issue to Resolve,08/02/2019 02:00:00 PM
Initial,PS081Q,QUEENS,,HVAC,Project info,08/02/2019 02:00:00 PM
Initial,PS092M,MANHATTAN,,LOWVOLTAGE,Deficiency,08/13/2019 10:40:00 AM
Initial,PS092M,MANHATTAN,,LOWVOLTAGE,Project info,08/13/2019 10:40:00 AM
Initial,PS092M,MANHATTAN,,LOWVOLTAGE,Required Test,08/13/2019 10:40:00 AM
Initial,PS097K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/07/2019 03:00:00 PM
Initial,PS097K,BROOKLYN,,MASONRY,Project info,08/02/2019 07:00:00 AM
Initial,PS108M,MANHATTAN,,MASONRY,Deficiency,08/22/2019 07:00:08 AM
Initial,PS123M,MANHATTAN,,LOWVOLTAGE,Deficiency,08/15/2019 02:30:00 PM
Initial,PS123M,MANHATTAN,,LOWVOLTAGE,Project info,08/15/2019 02:30:00 PM
Initial,PS123M,MANHATTAN,,LOWVOLTAGE,Required Test,08/15/2019 02:30:00 PM
Initial,PS124K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/01/2019 01:00:00 PM
Initial,PS124K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/01/2019 01:00:00 PM
Initial,PS124K,BROOKLYN,,WINDOW,Deficiency,08/16/2019 07:00:00 AM
Initial,PS124K,BROOKLYN,,WINDOW,Issue to Resolve,08/16/2019 07:00:00 AM
Initial,PS129Q,QUEENS,,ARCHITECTURAL,Project info,08/09/2019 07:00:00 AM
Initial,PS129Q,QUEENS,,BOILER,Project info,08/29/2019 02:12:43 PM
Initial,PS133Q,QUEENS,,ARCHITECTURAL,Issue to Resolve,08/05/2019 10:00:00 AM
Initial,PS138X,BRONX,,POWERANDLIGHTING,Deficiency,08/12/2019 01:00:00 AM
Initial,PS139K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/16/2019 01:00:00 PM
Initial,PS139K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/16/2019 12:45:00 PM
Initial,PS139K,BROOKLYN,,POWERANDLIGHTING,Project info,08/16/2019 12:45:00 PM
Initial,PS143Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/22/2019 12:00:00 PM
Initial,PS150Q,QUEENS,,POWERANDLIGHTING,Deficiency,08/01/2019 08:00:00 AM
Initial,PS150Q,QUEENS,,POWERANDLIGHTING,Project info,08/01/2019 08:00:00 AM
Initial,PS152K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/21/2019 01:00:00 PM
Initial,PS161M,MANHATTAN,,LOWVOLTAGE,Deficiency,08/13/2019 02:45:00 PM
Initial,PS161M,MANHATTAN,,LOWVOLTAGE,Project info,08/13/2019 02:45:00 PM
Initial,PS161M,MANHATTAN,,LOWVOLTAGE,Required Test,08/13/2019 02:45:00 PM
Initial,PS162Q,QUEENS,,POWERANDLIGHTING,Project info,08/16/2019 09:00:00 AM
Initial,PS162Q,QUEENS,,POWERANDLIGHTING,Required Test,08/16/2019 09:00:00 AM
Initial,PS165M,MANHATTAN,,PLUMBING,Project info,08/22/2019 09:16:48 AM
Initial,PS169Q,QUEENS,,POWERANDLIGHTING,Project info,08/08/2019 02:00:00 PM
Initial,PS171M,MANHATTAN,,ARCHITECTURAL,Deficiency,08/05/2019 04:00:00 PM
Initial,PS191M,MANHATTAN,,ARCHITECTURAL,Deficiency,08/14/2019 07:00:00 AM
Initial,PS191M,MANHATTAN,,ARCHITECTURAL,Project info,08/14/2019 07:00:00 AM
Initial,PS191M,MANHATTAN,,POWERANDLIGHTING,Issue to Resolve,08/05/2019 04:00:00 PM
Initial,PS197K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/23/2019 11:00:00 AM
Initial,PS197K,BROOKLYN,,ARCHITECTURAL,Project info,08/23/2019 11:00:00 AM
Initial,PS198M,MANHATTAN,,HVAC,Issue to Resolve,08/15/2019 08:27:00 AM
Initial,PS198M,MANHATTAN,,HVAC,Required Test,08/15/2019 08:27:00 AM
Initial,PS198M,MANHATTAN,,POWERANDLIGHTING,Deficiency,08/19/2019 08:00:00 AM
Initial,PS198M,MANHATTAN,,POWERANDLIGHTING,Issue to Resolve,08/19/2019 08:00:00 AM
Initial,PS198M,MANHATTAN,,POWERANDLIGHTING,Project info,08/19/2019 08:00:00 AM
Initial,PS199Q,QUEENS,,HVAC,Deficiency,08/02/2019 01:03:00 PM
Initial,PS199Q,QUEENS,,HVAC,Issue to Resolve,08/02/2019 01:03:00 PM
Initial,PS213K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/08/2019 01:30:00 PM
Initial,PS215K,BROOKLYN,,WINDOW,Project info,08/07/2019 01:00:00 PM
Initial,PS217K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/21/2019 10:00:00 AM
Initial,PS217K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/21/2019 10:00:00 AM
Initial,PS219K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/16/2019 10:00:00 AM
Initial,PS219K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/16/2019 10:00:00 AM
Initial,PS236K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/15/2019 03:00:00 PM
Initial,PS249K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/27/2019 01:00:00 PM
Initial,PS253K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/19/2019 10:00:00 AM
Initial,PS253K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/19/2019 10:00:00 AM
Initial,PS253K,BROOKLYN,,HVAC,Project info,08/06/2019 08:00:00 AM
Initial,PS254K,BROOKLYN,,LOWVOLTAGE,Deficiency,08/21/2019 12:00:00 PM
Initial,PS254K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/09/2019 08:30:00 AM
Initial,PS254K,BROOKLYN,,POWERANDLIGHTING,Project info,08/09/2019 08:30:00 AM
Initial,PS256Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/23/2019 12:30:00 PM
Initial,PS282K,BROOKLYN,,POWERANDLIGHTING,Project info,08/12/2019 12:30:00 PM
Initial,PS333M,MANHATTAN,,POWERANDLIGHTING,Deficiency,08/30/2019 11:00:00 AM
Initial,PS340X,BRONX,,LOWVOLTAGE,Deficiency,08/23/2019 01:00:00 PM
Initial,PS345K,BROOKLYN,,PLUMBING,Deficiency,08/29/2019 03:30:00 PM
Initial,PS369K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/13/2019 01:00:00 PM
Initial,PS369K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/13/2019 01:00:00 PM
Initial,PS382X,BRONX,,ARCHITECTURAL,Deficiency,08/20/2019 10:30:00 AM
Initial,PS396K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/02/2019 01:00:00 PM
Initial,PS396K,BROOKLYN,,POWERANDLIGHTING,Required Test,08/02/2019 01:00:00 PM
PE Inspection,HS313M,MANHATTAN,,SAFETY,Comment,08/26/2019 12:45:00 PM
PE Inspection,HS425Q,QUEENS,,SAFETY,Comment,08/05/2019 11:00:00 AM
PE Inspection,HS460M,MANHATTAN,,SAFETY,Deficiency,08/22/2019 12:50:00 PM
PE Inspection,HS583K,BROOKLYN,,SAFETY,Comment,08/13/2019 03:10:00 PM
PE Inspection,HS600X,BRONX,,SAFETY,Comment,08/26/2019 05:00:00 PM
PE Inspection,HS692X,BRONX,,SAFETY,Comment,08/01/2019 06:07:00 PM
PE Inspection,HS755K,BROOKLYN,,SAFETY,Comment,08/17/2019 10:55:00 AM
PE Inspection,IS062K,BROOKLYN,,SAFETY,Comment,08/26/2019 10:40:00 AM
PE Inspection,IS217M,MANHATTAN,,SAFETY,Comment,08/07/2019 04:55:00 PM
PE Inspection,IS221X,BRONX,,SAFETY,Deficiency,08/07/2019 04:51:00 PM
PE Inspection,IS227K,BROOKLYN,,SAFETY,Comment,08/07/2019 11:00:00 AM
PE Inspection,IS227K,BROOKLYN,,SAFETY,Comment,08/21/2019 03:45:00 PM
PE Inspection,IS227K,BROOKLYN,,SAFETY,Comment,08/22/2019 11:35:00 AM
PE Inspection,IS227K,BROOKLYN,,SAFETY,Comment,08/29/2019 08:25:00 PM
PE Inspection,IS244X,BRONX,,SAFETY,Comment,08/16/2019 01:30:00 PM
PE Inspection,IS382K,BROOKLYN,,SAFETY,Comment,08/13/2019 05:45:00 PM
PE Inspection,IS588K,BROOKLYN,,SAFETY,Comment,08/27/2019 10:00:00 AM
PE Inspection,IS655M,MANHATTAN,,SAFETY,Comment,08/05/2019 09:00:00 AM
PE Inspection,JS067Q,QUEENS,,SAFETY,Comment,08/01/2019 08:00:00 AM
PE Inspection,JS162K,BROOKLYN,,SAFETY,Comment,08/07/2019 04:00:00 PM
PE Inspection,JS217Q,QUEENS,,SAFETY,Comment,08/07/2019 11:30:00 AM
PE Inspection,JS598K,BROOKLYN,,SAFETY,Comment,08/06/2019 05:45:00 PM
PE Inspection,OS000Q,QUEENS,,SAFETY,Comment,08/22/2019 07:00:00 AM
PE Inspection,OS000X,BRONX,,SAFETY,Comment,08/26/2019 10:00:00 AM
PE Inspection,OS600R,STATEN ISLAND,,SAFETY,Comment,08/20/2019 05:10:00 PM
PE Inspection,OS600R,STATEN ISLAND,,SAFETY,Deficiency,08/03/2019 10:20:00 AM
PE Inspection,PS011M,MANHATTAN,,SAFETY,Comment,08/22/2019 10:10:00 AM
PE Inspection,PS019M,MANHATTAN,,SAFETY,Comment,08/19/2019 04:45:00 PM
PE Inspection,PS020Q,QUEENS,,SAFETY,Comment,08/27/2019 02:30:00 PM
PE Inspection,PS029X,BRONX,,SAFETY,Comment,08/06/2019 07:00:00 AM
PE Inspection,PS029X,BRONX,,SAFETY,Comment,08/08/2019 07:00:00 AM
PE Inspection,PS029X,BRONX,,SAFETY,Comment,08/12/2019 07:00:00 AM
PE Inspection,PS029X,BRONX,,SAFETY,Comment,08/15/2019 07:00:00 AM
PE Inspection,PS029X,BRONX,,SAFETY,Comment,08/29/2019 07:50:00 AM
PE Inspection,PS030R,STATEN ISLAND,,SAFETY,Comment,08/17/2019 09:10:00 AM
PE Inspection,PS040Q,QUEENS,,SAFETY,Comment,08/21/2019 07:00:00 AM
PE Inspection,PS047Q,QUEENS,,SAFETY,Comment,08/30/2019 09:15:00 AM
PE Inspection,PS048K,BROOKLYN,,SAFETY,Comment,08/12/2019 05:30:00 PM
PE Inspection,PS054R,STATEN ISLAND,,SAFETY,Comment,08/05/2019 11:00:00 AM
PE Inspection,PS055X,BRONX,,SAFETY,Comment,08/29/2019 03:00:00 PM
PE Inspection,PS068X,BRONX,,SAFETY,Comment,08/20/2019 11:00:00 AM
PE Inspection,PS068X,BRONX,,SAFETY,Deficiency,08/20/2019 11:00:00 AM
PE Inspection,PS076X,BRONX,,SAFETY,Comment,08/15/2019 05:40:00 PM
PE Inspection,PS079Q,QUEENS,,SAFETY,Comment,08/01/2019 09:20:00 AM
PE Inspection,PS099Q,QUEENS,,SAFETY,Comment,08/26/2019 10:15:00 AM
PE Inspection,PS108Q,QUEENS,,SAFETY,Comment,08/20/2019 08:00:00 AM
PE Inspection,PS121Q,QUEENS,,SAFETY,Comment,08/20/2019 08:52:00 AM
PE Inspection,PS124K,BROOKLYN,,SAFETY,Comment,08/07/2019 01:45:00 PM
PE Inspection,PS124Q,QUEENS,,SAFETY,Comment,08/19/2019 12:00:00 PM
PE Inspection,PS129Q,QUEENS,,SAFETY,Comment,08/07/2019 07:00:00 AM
PE Inspection,PS132M,MANHATTAN,,SAFETY,Comment,08/16/2019 10:15:00 AM
PE Inspection,PS132M,MANHATTAN,,SAFETY,Deficiency,08/01/2019 02:15:00 PM
PE Inspection,PS132M,MANHATTAN,,SAFETY,Deficiency,08/01/2019 02:40:00 PM
PE Inspection,PS164K,BROOKLYN,,SAFETY,Comment,08/29/2019 06:55:00 PM
PE Inspection,PS165M,MANHATTAN,,SAFETY,Comment,08/14/2019 05:05:00 PM
PE Inspection,PS167K,BROOKLYN,,SAFETY,Comment,08/01/2019 05:35:00 PM
PE Inspection,PS173M,MANHATTAN,,SAFETY,Comment,08/02/2019 04:20:00 PM
PE Inspection,PS182X,BRONX,,SAFETY,Comment,08/02/2019 02:00:00 PM
PE Inspection,PS182X,BRONX,,SAFETY,Comment,08/14/2019 07:00:00 AM
PE Inspection,PS182X,BRONX,,SAFETY,Comment,08/20/2019 09:00:00 AM
PE Inspection,PS186X,BRONX,,SAFETY,Comment,08/07/2019 06:17:00 PM
PE Inspection,PS186X,BRONX,,SAFETY,Comment,08/21/2019 04:21:00 PM
PE Inspection,PS189M,MANHATTAN,,SAFETY,Comment,08/21/2019 01:15:00 PM
PE Inspection,PS203Q,QUEENS,,SAFETY,Comment,08/01/2019 01:50:00 PM
PE Inspection,PS213K,BROOKLYN,,SAFETY,Comment,08/15/2019 09:45:00 AM
PE Inspection,PS242M,MANHATTAN,,SAFETY,Comment,08/13/2019 06:30:00 PM
PE Inspection,PS246X,BRONX,,SAFETY,Comment,08/21/2019 08:50:00 AM
PE Inspection,PS249K,BROOKLYN,,SAFETY,Comment,08/15/2019 03:40:00 PM
PE Inspection,PS267M,MANHATTAN,,SAFETY,Comment,08/23/2019 08:15:00 AM
PE Inspection,PS287K,BROOKLYN,,SAFETY,Comment,08/29/2019 05:35:00 PM
PE Inspection,PS307K,BROOKLYN,,SAFETY,Comment,08/27/2019 01:15:00 PM
PE Inspection,PS369K,BROOKLYN,,SAFETY,Comment,08/15/2019 01:40:00 PM
PE Inspection,PS375K,BROOKLYN,,SAFETY,Comment,08/27/2019 12:10:00 PM
PE Inspection,PS811M,MANHATTAN,,SAFETY,Comment,08/08/2019 04:55:00 PM
PE Inspection,PS811M,MANHATTAN,,SAFETY,Comment,08/19/2019 03:20:00 PM
Periodic,HS122K,BROOKLYN,,SAFETY,Comment,08/23/2019 08:35:00 PM
Periodic,HS122K,BROOKLYN,,SAFETY,Comment,08/28/2019 02:50:00 PM
Periodic,HS122K,BROOKLYN,,SAFETY,Deficiency,08/06/2019 06:45:00 PM
Periodic,HS122K,BROOKLYN,,SAFETY,Deficiency,08/10/2019 09:45:00 AM
Periodic,HS139M,MANHATTAN,,SAFETY,Comment,08/07/2019 04:20:00 PM
Periodic,HS139M,MANHATTAN,,SAFETY,Comment,08/14/2019 01:55:00 PM
Periodic,HS157M,MANHATTAN,,SAFETY,Comment,08/28/2019 05:00:00 PM
Periodic,HS157M,MANHATTAN,,SAFETY,Deficiency,08/07/2019 03:20:00 PM
Periodic,HS157M,MANHATTAN,,SAFETY,Deficiency,08/23/2019 08:00:00 AM
Periodic,HS157M,MANHATTAN,,SAFETY,Deficiency,08/28/2019 05:00:00 PM
Periodic,HS282Q,QUEENS,,SAFETY,Comment,08/14/2019 05:45:00 PM
Periodic,HS282Q,QUEENS,,SAFETY,Deficiency,08/12/2019 07:00:00 PM
Periodic,HS282Q,QUEENS,,SAFETY,Deficiency,08/14/2019 05:45:00 PM
Periodic,HS294M,MANHATTAN,,SAFETY,Comment,08/20/2019 07:40:00 PM
Periodic,HS310Q,QUEENS,,SAFETY,Comment,08/28/2019 12:25:00 PM
Periodic,HS312X,BRONX,,SAFETY,Comment,08/08/2019 08:40:00 AM
Periodic,HS312X,BRONX,,SAFETY,Comment,08/21/2019 02:45:00 PM
Periodic,HS312X,BRONX,,SAFETY,Deficiency,08/01/2019 09:15:00 AM
Periodic,HS312X,BRONX,,SAFETY,Deficiency,08/27/2019 10:00:00 AM
Periodic,HS323Q,QUEENS,,SAFETY,Comment,08/28/2019 02:00:00 PM
Periodic,HS323Q,QUEENS,,SAFETY,Deficiency,08/12/2019 04:45:00 PM
Periodic,HS323Q,QUEENS,,SAFETY,Deficiency,08/28/2019 02:00:00 PM
Periodic,HS374M,MANHATTAN,,SAFETY,Comment,08/22/2019 02:20:00 PM
Periodic,HS374M,MANHATTAN,,SAFETY,Comment,08/26/2019 06:00:00 PM
Periodic,HS374M,MANHATTAN,,SAFETY,Deficiency,08/26/2019 06:00:00 PM
Periodic,HS381X,BRONX,,SAFETY,Comment,08/09/2019 06:00:00 PM
Periodic,HS400Q,QUEENS,,SAFETY,Comment,08/01/2019 11:45:00 AM
Periodic,HS400Q,QUEENS,,SAFETY,Comment,08/05/2019 04:00:00 PM
Periodic,HS400Q,QUEENS,,SAFETY,Comment,08/23/2019 01:20:00 PM
Periodic,HS400Q,QUEENS,,SAFETY,Comment,08/27/2019 08:30:00 AM
Periodic,HS400Q,QUEENS,,SAFETY,Deficiency,08/01/2019 11:45:00 AM
Periodic,HS400Q,QUEENS,,SAFETY,Deficiency,08/23/2019 01:20:00 PM
Periodic,HS400Q,QUEENS,,SAFETY,Deficiency,08/27/2019 08:30:00 AM
Periodic,HS402M,MANHATTAN,,SAFETY,Comment,08/09/2019 10:30:00 AM
Periodic,HS402M,MANHATTAN,,SAFETY,Comment,08/16/2019 11:40:00 AM
Periodic,HS402M,MANHATTAN,,SAFETY,Comment,08/16/2019 12:00:00 PM
Periodic,HS402M,MANHATTAN,,SAFETY,Comment,08/20/2019 04:05:00 PM
Periodic,HS402M,MANHATTAN,,SAFETY,Deficiency,08/09/2019 10:45:00 AM
Periodic,HS402M,MANHATTAN,,SAFETY,Deficiency,08/20/2019 04:20:00 PM
Periodic,HS403X,BRONX,,SAFETY,Deficiency,08/12/2019 10:25:00 AM
Periodic,HS403X,BRONX,,SAFETY,Deficiency,08/27/2019 02:00:00 PM
Periodic,HS410Q,QUEENS,,SAFETY,Deficiency,08/28/2019 12:45:00 PM
Periodic,HS412X,BRONX,,SAFETY,Deficiency,08/19/2019 08:25:00 PM
Periodic,HS425Q,QUEENS,,SAFETY,Comment,08/12/2019 07:14:00 PM
Periodic,HS425Q,QUEENS,,SAFETY,Deficiency,08/12/2019 07:14:00 PM
Periodic,HS430Q,QUEENS,,SAFETY,Comment,08/27/2019 12:50:00 PM
Periodic,HS430Q,QUEENS,,SAFETY,Deficiency,08/09/2019 07:45:00 AM
Periodic,HS430Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/20/2019 07:00:00 AM
Periodic,HS430Q,QUEENS,,SPRINKLERSTANDPIPE,Project info,08/20/2019 07:00:00 AM
Periodic,HS440Q,QUEENS,,SAFETY,Comment,08/12/2019 04:00:00 PM
Periodic,HS440Q,QUEENS,,SAFETY,Deficiency,08/12/2019 04:00:00 PM
Periodic,HS440R,STATEN ISLAND,,SAFETY,Deficiency,08/12/2019 02:50:00 PM
Periodic,HS440X,BRONX,,SAFETY,Comment,08/09/2019 05:05:00 PM
Periodic,HS440X,BRONX,,SAFETY,Comment,08/16/2019 04:05:00 PM
Periodic,HS440X,BRONX,,SAFETY,Comment,08/21/2019 04:00:00 PM
Periodic,HS440X,BRONX,,SAFETY,Comment,08/21/2019 04:15:00 PM
Periodic,HS440X,BRONX,,SAFETY,Comment,08/27/2019 02:00:00 PM
Periodic,HS440X,BRONX,,SAFETY,Deficiency,08/02/2019 05:15:00 PM
Periodic,HS440X,BRONX,,SAFETY,Deficiency,08/09/2019 05:20:00 PM
Periodic,HS440X,BRONX,,SAFETY,Deficiency,08/16/2019 04:20:00 PM
Periodic,HS445R,STATEN ISLAND,,SAFETY,Comment,08/09/2019 02:00:00 PM
Periodic,HS445R,STATEN ISLAND,,SAFETY,Comment,08/13/2019 12:20:00 PM
Periodic,HS445R,STATEN ISLAND,,SAFETY,Comment,08/13/2019 01:20:00 PM
Periodic,HS445R,STATEN ISLAND,,SAFETY,Deficiency,08/09/2019 02:00:00 PM
Periodic,HS445R,STATEN ISLAND,,SAFETY,Deficiency,08/13/2019 12:20:00 PM
Periodic,HS445X,BRONX,,WINDOW,Required Test,08/21/2019 10:00:00 AM
Periodic,HS455K,BROOKLYN,,SAFETY,Deficiency,08/01/2019 04:15:00 PM
Periodic,HS455K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 06:35:00 PM
Periodic,HS455R,STATEN ISLAND,,SAFETY,Comment,08/14/2019 09:45:00 AM
Periodic,HS455R,STATEN ISLAND,,SAFETY,Deficiency,08/14/2019 09:45:00 AM
Periodic,HS458M,MANHATTAN,,SAFETY,Deficiency,08/26/2019 03:15:00 PM
Periodic,HS460M,MANHATTAN,,SAFETY,Comment,08/29/2019 03:05:00 PM
Periodic,HS460M,MANHATTAN,,SAFETY,Deficiency,08/05/2019 12:00:00 PM
Periodic,HS460M,MANHATTAN,,SAFETY,Deficiency,08/22/2019 01:20:00 PM
Periodic,HS460M,MANHATTAN,,SAFETY,Deficiency,08/26/2019 04:10:00 PM
Periodic,HS460Q,QUEENS,,SAFETY,Deficiency,08/26/2019 01:31:00 PM
Periodic,HS460R,STATEN ISLAND,,SAFETY,Comment,08/14/2019 11:10:00 AM
Periodic,HS460R,STATEN ISLAND,,SAFETY,Deficiency,08/05/2019 12:50:00 PM
Periodic,HS460R,STATEN ISLAND,,SAFETY,Deficiency,08/08/2019 11:30:00 AM
Periodic,HS460R,STATEN ISLAND,,SAFETY,Deficiency,08/12/2019 12:45:00 PM
Periodic,HS460R,STATEN ISLAND,,SAFETY,Deficiency,08/12/2019 01:25:00 PM
Periodic,HS460R,STATEN ISLAND,,SAFETY,Deficiency,08/22/2019 10:00:00 AM
Periodic,HS463M,MANHATTAN,,SAFETY,Comment,08/08/2019 10:10:00 AM
Periodic,HS463M,MANHATTAN,,SAFETY,Comment,08/27/2019 04:50:00 PM
Periodic,HS463M,MANHATTAN,,SAFETY,Deficiency,08/08/2019 10:10:00 AM
Periodic,HS474K,BROOKLYN,,SAFETY,Comment,08/22/2019 09:00:00 PM
Periodic,HS474K,BROOKLYN,,SAFETY,Deficiency,08/08/2019 01:45:00 PM
Periodic,HS474K,BROOKLYN,,SAFETY,Deficiency,08/14/2019 05:45:00 PM
Periodic,HS474K,BROOKLYN,,SAFETY,Deficiency,08/17/2019 12:30:00 PM
Periodic,HS474K,BROOKLYN,,SAFETY,Deficiency,08/22/2019 09:00:00 PM
Periodic,HS477X,BRONX,,SAFETY,Deficiency,08/09/2019 04:22:00 PM
Periodic,HS477X,BRONX,,SAFETY,Deficiency,08/16/2019 04:02:00 PM
Periodic,HS477X,BRONX,,SAFETY,Deficiency,08/22/2019 04:53:00 PM
Periodic,HS477X,BRONX,,SAFETY,Deficiency,08/28/2019 03:34:00 PM
Periodic,HS480Q,QUEENS,,SAFETY,Deficiency,08/13/2019 05:00:00 PM
Periodic,HS485M,MANHATTAN,,SAFETY,Deficiency,08/21/2019 02:20:00 PM
Periodic,HS485Q,QUEENS,,SAFETY,Comment,08/06/2019 05:00:00 PM
Periodic,HS485Q,QUEENS,,SAFETY,Comment,08/15/2019 05:00:00 PM
Periodic,HS485Q,QUEENS,,SAFETY,Deficiency,08/06/2019 05:00:00 PM
Periodic,HS485Q,QUEENS,,SAFETY,Deficiency,08/15/2019 05:00:00 PM
Periodic,HS490K,BROOKLYN,,SAFETY,Comment,08/16/2019 06:05:00 PM
Periodic,HS494M,MANHATTAN,,SAFETY,Comment,08/13/2019 08:30:00 PM
Periodic,HS494M,MANHATTAN,,SAFETY,Deficiency,08/13/2019 08:05:00 PM
Periodic,HS494M,MANHATTAN,,SAFETY,Deficiency,08/20/2019 05:50:00 PM
Periodic,HS494M,MANHATTAN,,SAFETY,Deficiency,08/21/2019 03:50:00 PM
Periodic,HS495X,BRONX,,SAFETY,Comment,08/14/2019 08:20:00 AM
Periodic,HS495X,BRONX,,SAFETY,Deficiency,08/06/2019 08:30:00 AM
Periodic,HS495X,BRONX,,SAFETY,Deficiency,08/12/2019 11:50:00 AM
Periodic,HS495X,BRONX,,SAFETY,Deficiency,08/20/2019 01:10:00 PM
Periodic,HS520M,MANHATTAN,,SAFETY,Deficiency,08/23/2019 11:30:00 AM
Periodic,HS524K,BROOKLYN,,SAFETY,Deficiency,08/13/2019 02:10:00 PM
Periodic,HS540M,MANHATTAN,,SAFETY,Comment,08/01/2019 06:15:00 PM
Periodic,HS540M,MANHATTAN,,SAFETY,Deficiency,08/01/2019 06:15:00 PM
Periodic,HS540M,MANHATTAN,,SAFETY,Deficiency,08/05/2019 08:05:00 PM
Periodic,HS540M,MANHATTAN,,SAFETY,Deficiency,08/19/2019 04:40:00 PM
Periodic,HS540M,MANHATTAN,,SAFETY,Deficiency,08/20/2019 01:15:00 PM
Periodic,HS540M,MANHATTAN,,SAFETY,Deficiency,08/22/2019 05:15:00 PM
