Inspection Stage Description,School Code,Borough Name,TCO Obtained Date,Inspection Category,Observation Description,Inspection Date
Progress,HS600X,BRONX,,SPRINKLERSTANDPIPE,Deficiency,08/27/2019 01:30:00 PM
Progress,HS605K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/06/2019 05:54:54 PM
Progress,HS610Q,QUEENS,,LOWVOLTAGE,Deficiency,08/19/2019 11:15:00 AM
Progress,HS610Q,QUEENS,,POWERANDLIGHTING,Deficiency,08/19/2019 11:15:00 AM
Progress,HS620K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/09/2019 10:00:00 AM
Progress,HS620K,BROOKLYN,,ARCHITECTURAL,Project info,08/09/2019 10:00:00 AM
Progress,HS620K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/02/2019 01:00:00 PM
Progress,HS625M,MANHATTAN,,BOILER,Deficiency,08/19/2019 09:45:00 AM
Progress,HS625M,MANHATTAN,,MASONRY,Deficiency,08/26/2019 07:30:00 AM
Progress,HS625M,MANHATTAN,,ROOFING,Deficiency,08/06/2019 09:30:00 AM
Progress,HS625M,MANHATTAN,,ROOFING,Deficiency,08/14/2019 07:00:00 AM
Progress,HS625M,MANHATTAN,,ROOFING,Deficiency,08/16/2019 09:30:00 AM
Progress,HS625M,MANHATTAN,,ROOFING,Deficiency,08/29/2019 12:00:00 PM
Progress,HS625M,MANHATTAN,,ROOFING,Issue to Resolve,08/29/2019 12:00:00 PM
Progress,HS625M,MANHATTAN,,ROOFING,Project info,08/16/2019 09:30:00 AM
Progress,HS633K,BROOKLYN,,BOILER,Deficiency,08/08/2019 01:00:00 PM
Progress,HS633K,BROOKLYN,,HVAC,Deficiency,08/15/2019 12:00:00 PM
Progress,HS667K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/14/2019 10:00:00 AM
Progress,HS692X,BRONX,,FINALCONSTRUCTION,Deficiency,08/15/2019 11:30:00 AM
Progress,HS696M,MANHATTAN,,ARCHITECTURAL,Project info,08/17/2019 08:00:00 AM
Progress,HS696M,MANHATTAN,,FINALCONSTRUCTION,Deficiency,08/23/2019 09:00:00 AM
Progress,HS696M,MANHATTAN,,FINALCONSTRUCTION,Project info,08/23/2019 09:00:00 AM
Progress,HS745K,BROOKLYN,,LOWVOLTAGE,Deficiency,08/07/2019 01:30:00 PM
Progress,HS745K,BROOKLYN,,LOWVOLTAGE,Project info,08/07/2019 01:30:00 PM
Progress,HS745K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/07/2019 01:30:00 PM
Progress,HS755K,BROOKLYN,,MASONRY,Deficiency,08/12/2019 05:50:00 PM
Progress,HS992K,BROOKLYN,,WINDOW,Issue to Resolve,08/13/2019 07:00:00 AM
Progress,HS992K,BROOKLYN,,WINDOW,Issue to Resolve,08/20/2019 07:00:00 AM
Progress,HS992K,BROOKLYN,,WINDOW,Project info,08/20/2019 07:00:00 AM
Progress,HSCHEM,MANHATTAN,,FINALCONSTRUCTION,Deficiency,08/08/2019 06:03:19 PM
Progress,HSFTHK,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/01/2019 02:10:09 PM
Progress,HSPKWM,MANHATTAN,,HVAC,Deficiency,08/19/2019 12:00:00 PM
Progress,HSSOSK,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/01/2019 01:00:00 PM
Progress,IS014K,BROOKLYN,,HVAC,Issue to Resolve,08/06/2019 01:00:00 PM
Progress,IS034R,STATEN ISLAND,,ARCHITECTURAL,Deficiency,08/07/2019 10:00:00 AM
Progress,IS034R,STATEN ISLAND,,PLUMBING,Project info,08/29/2019 06:46:27 AM
Progress,IS051R,STATEN ISLAND,,PLUMBING,Project info,08/29/2019 04:00:00 PM
Progress,IS062K,BROOKLYN,,HVAC,Project info,08/08/2019 12:30:00 PM
Progress,IS062K,BROOKLYN,,PLUMBING,Project info,08/12/2019 08:00:00 AM
Progress,IS062K,BROOKLYN,,PLUMBING,Project info,08/20/2019 01:30:00 PM
Progress,IS062K,BROOKLYN,,PLUMBING,Required Test,08/12/2019 08:00:00 AM
Progress,IS093Q,QUEENS,,MASONRY,Deficiency,08/20/2019 09:00:00 AM
Progress,IS093Q,QUEENS,,MASONRY,Deficiency,08/27/2019 09:00:00 AM
Progress,IS093Q,QUEENS,,MASONRY,Project info,08/20/2019 09:00:00 AM
Progress,IS093Q,QUEENS,,PLUMBING,Deficiency,08/13/2019 01:00:00 PM
Progress,IS093Q,QUEENS,,PLUMBING,Project info,08/02/2019 02:00:00 PM
Progress,IS093Q,QUEENS,,PLUMBING,Required Test,08/02/2019 02:00:00 PM
Progress,IS093Q,QUEENS,,ROOFING,Deficiency,08/13/2019 02:30:00 PM
Progress,IS125Q,QUEENS,,ARCHITECTURAL,Deficiency,08/20/2019 12:00:00 PM
Progress,IS137X,BRONX,,HVAC,Deficiency,08/21/2019 02:05:00 PM
Progress,IS234K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/20/2019 09:05:00 AM
Progress,IS259K,BROOKLYN,,POWERANDLIGHTING,Project info,08/08/2019 01:00:00 PM
Progress,IS259K,BROOKLYN,,ROOFING,Required Test,08/28/2019 12:30:00 PM
Progress,IS265K,BROOKLYN,,PLUMBING,Out of Scope DSF,08/01/2019 11:00:00 AM
Progress,IS286M,MANHATTAN,,MASONRY,Deficiency,08/06/2019 03:00:00 PM
Progress,IS292M,MANHATTAN,,LOWVOLTAGE,Deficiency,08/15/2019 11:00:00 AM
Progress,IS292M,MANHATTAN,,PLUMBING,Project info,08/15/2019 04:00:00 PM
Progress,IS292M,MANHATTAN,,PLUMBING,Required Test,08/15/2019 04:00:00 PM
Progress,IS292M,MANHATTAN,,POWERANDLIGHTING,Deficiency,08/15/2019 11:00:00 AM
Progress,IS292M,MANHATTAN,,POWERANDLIGHTING,Issue to Resolve,08/15/2019 11:00:00 AM
Progress,IS292M,MANHATTAN,,ROOFING,Issue to Resolve,08/01/2019 01:00:00 PM
Progress,IS342X,BRONX,,PLUMBING,Required Test,08/02/2019 01:00:00 PM
Progress,IS363X,BRONX,,FINALCONSTRUCTION,Deficiency,08/05/2019 10:00:00 AM
Progress,IS363X,BRONX,,FINALCONSTRUCTION,Issue to Resolve,08/05/2019 10:00:00 AM
Progress,IS363X,BRONX,,FINALCONSTRUCTION,Out of Scope DSF,08/05/2019 10:00:00 AM
Progress,IS371X,BRONX,,ARCHITECTURAL,Deficiency,08/05/2019 02:00:00 PM
Progress,IS371X,BRONX,,ARCHITECTURAL,Project info,08/05/2019 02:00:00 PM
Progress,IS382K,BROOKLYN,,MASONRY,Deficiency,08/05/2019 03:00:00 PM
Progress,IS382K,BROOKLYN,,MASONRY,Deficiency,08/22/2019 05:30:00 PM
Progress,IS382K,BROOKLYN,,MASONRY,Project info,08/26/2019 03:00:00 PM
Progress,IS382K,BROOKLYN,,ROOFING,Project info,08/26/2019 03:00:00 PM
Progress,IS393K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/16/2019 02:00:00 PM
Progress,IS393K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/20/2019 10:15:00 AM
Progress,IS393K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/28/2019 10:13:00 AM
Progress,IS408M,MANHATTAN,,HVAC,Deficiency,08/09/2019 07:57:00 AM
Progress,IS409K,BROOKLYN,,HVAC,Deficiency,08/12/2019 11:00:00 AM
Progress,IS409K,BROOKLYN,,HVAC,Deficiency,08/26/2019 09:00:00 AM
Progress,IS484K,BROOKLYN,,PLUMBING,Deficiency,08/13/2019 04:00:00 PM
Progress,IS484K,BROOKLYN,,PLUMBING,Deficiency,08/20/2019 04:00:00 PM
Progress,IS484K,BROOKLYN,,PLUMBING,Project info,08/20/2019 04:00:00 PM
Progress,IS503K,BROOKLYN,,ROOFING,Required Test,08/07/2019 01:00:00 PM
Progress,IS517X,BRONX,,ARCHITECTURAL,Deficiency,08/08/2019 02:00:00 PM
Progress,IS517X,BRONX,,POWERANDLIGHTING,Deficiency,08/16/2019 02:00:00 PM
Progress,IS517X,BRONX,,POWERANDLIGHTING,Out of Scope DSF,08/16/2019 02:00:00 PM
Progress,IS522K,BROOKLYN,,BOILER,Deficiency,08/26/2019 09:30:00 AM
Progress,IS522K,BROOKLYN,,BOILER,Issue to Resolve,08/09/2019 12:30:00 PM
Progress,IS522K,BROOKLYN,,BOILER,Project info,08/26/2019 09:30:00 AM
Progress,IS588K,BROOKLYN,,MASONRY,Deficiency,08/27/2019 10:00:00 AM
Progress,IS588K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/07/2019 01:54:32 PM
Progress,IS588K,BROOKLYN,,POWERANDLIGHTING,Issue to Resolve,08/07/2019 01:54:32 PM
Progress,JS072Q,QUEENS,,ARCHITECTURAL,Deficiency,08/27/2019 09:30:00 AM
Progress,JS162K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/13/2019 10:00:00 AM
Progress,JS162K,BROOKLYN,,ARCHITECTURAL,Project info,08/20/2019 10:00:00 AM
Progress,JS190Q,QUEENS,,MASONRY,Deficiency,08/27/2019 09:30:00 AM
Progress,JS190Q,QUEENS,,PLUMBING,Deficiency,08/09/2019 01:00:00 PM
Progress,JS190Q,QUEENS,,ROOFING,Deficiency,08/09/2019 09:30:00 AM
Progress,JS598K,BROOKLYN,,MASONRY,Deficiency,08/07/2019 07:00:00 AM
Progress,OS000K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/02/2019 07:00:00 AM
Progress,OS000K,BROOKLYN,,FUELSTORAGEBURNER,Deficiency,08/07/2019 11:18:03 AM
Progress,OS000K,BROOKLYN,,FUELSTORAGEBURNER,Project info,08/07/2019 11:18:03 AM
Progress,OS000K,BROOKLYN,,HVAC,Deficiency,08/01/2019 08:00:00 AM
Progress,OS000K,BROOKLYN,,HVAC,Deficiency,08/02/2019 08:00:00 AM
Progress,OS000K,BROOKLYN,,HVAC,Deficiency,08/07/2019 12:00:00 PM
Progress,OS000K,BROOKLYN,,HVAC,Deficiency,08/09/2019 08:00:00 AM
Progress,OS000K,BROOKLYN,,HVAC,Deficiency,08/22/2019 08:00:00 AM
Progress,OS000K,BROOKLYN,,HVAC,Deficiency,08/23/2019 08:30:00 AM
Progress,OS000K,BROOKLYN,,LOWVOLTAGE,Issue to Resolve,08/26/2019 09:00:00 AM
Progress,OS000K,BROOKLYN,,LOWVOLTAGE,Project info,08/07/2019 08:30:00 AM
Progress,OS000K,BROOKLYN,,MASONRY,Issue to Resolve,08/16/2019 09:30:00 AM
Progress,OS000K,BROOKLYN,,PLUMBING,Deficiency,08/16/2019 10:00:00 AM
Progress,OS000K,BROOKLYN,,PLUMBING,Deficiency,08/21/2019 07:00:00 AM
Progress,OS000K,BROOKLYN,,POWERANDLIGHTING,Issue to Resolve,08/02/2019 11:23:22 AM
Progress,OS000K,BROOKLYN,,SPRINKLERSTANDPIPE,Deficiency,08/21/2019 07:00:00 AM
Progress,OS000K,BROOKLYN,,WINDOW,Deficiency,08/12/2019 10:00:00 AM
Progress,OS000K,BROOKLYN,,WINDOW,Issue to Resolve,08/12/2019 10:00:00 AM
Progress,OS000M,MANHATTAN,2019-05-01 00:00:00,FINALCONSTRUCTION,Out of Scope DSF,08/01/2019 02:52:00 PM
Progress,OS000X,BRONX,,HVAC,Project info,08/21/2019 10:00:00 AM
Progress,OS430K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/29/2019 03:00:00 PM
Progress,OS430K,BROOKLYN,,MASONRY,Deficiency,08/05/2019 07:00:00 AM
Progress,OS430K,BROOKLYN,,MASONRY,Deficiency,08/13/2019 07:00:00 AM
Progress,OS430K,BROOKLYN,,MASONRY,Deficiency,08/20/2019 07:00:00 AM
Progress,OS430K,BROOKLYN,,ROOFING,Project info,08/13/2019 07:00:00 AM
Progress,OS600R,STATEN ISLAND,,MASONRY,Deficiency,08/14/2019 02:00:00 PM
Progress,OS984M,MANHATTAN,,PLUMBING,Deficiency,08/16/2019 01:00:00 PM
Progress,OS984M,MANHATTAN,,PLUMBING,Project info,08/16/2019 01:00:00 PM
Progress,OS984M,MANHATTAN,,SPRINKLERSTANDPIPE,Deficiency,08/16/2019 01:00:00 PM
Progress,OS990K,BROOKLYN,,ROOFING,Deficiency,08/15/2019 06:00:00 PM
Progress,OS990K,BROOKLYN,,WINDOW,Deficiency,08/28/2019 01:00:00 PM
Progress,PS000Q,QUEENS,2019-06-03 00:00:00,FINALCONSTRUCTION,Deficiency,08/15/2019 12:02:00 AM
Progress,PS000Q,QUEENS,2019-07-16 00:00:00,FINALCONSTRUCTION,Deficiency,08/16/2019 01:29:00 PM
Progress,PS000Q,QUEENS,,ARCHITECTURAL,Project info,08/26/2019 09:30:00 AM
Progress,PS000Q,QUEENS,,PLUMBING,Deficiency,08/02/2019 11:31:00 AM
Progress,PS000Q,QUEENS,,PLUMBING,Deficiency,08/16/2019 07:20:00 AM
Progress,PS000Q,QUEENS,,PLUMBING,Project info,08/02/2019 11:31:00 AM
Progress,PS000Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/02/2019 10:34:37 AM
Progress,PS000Q,QUEENS,,SPRINKLERSTANDPIPE,Project info,08/16/2019 09:17:16 AM
Progress,PS000R,STATEN ISLAND,,ARCHITECTURAL,Deficiency,08/28/2019 07:00:00 AM
Progress,PS000R,STATEN ISLAND,,ARCHITECTURAL,Issue to Resolve,08/05/2019 10:00:00 AM
Progress,PS000R,STATEN ISLAND,,MASONRY,Deficiency,08/07/2019 06:43:33 AM
Progress,PS000R,STATEN ISLAND,,MASONRY,Deficiency,08/28/2019 06:53:47 AM
Progress,PS000R,STATEN ISLAND,,PLUMBING,Deficiency,08/21/2019 01:00:00 PM
Progress,PS000R,STATEN ISLAND,,PLUMBINGSITE,Deficiency,08/07/2019 10:00:00 AM
Progress,PS000R,STATEN ISLAND,,PLUMBINGSITE,Deficiency,08/08/2019 01:00:00 PM
Progress,PS000R,STATEN ISLAND,,PLUMBINGSITE,Project info,08/07/2019 10:00:00 AM
Progress,PS000R,STATEN ISLAND,,PLUMBINGSITE,Required Test,08/08/2019 01:00:00 PM
Progress,PS002Q,QUEENS,,FINALCONSTRUCTION,Project info,08/27/2019 10:00:00 AM
Progress,PS002Q,QUEENS,,MASONRY,Deficiency,08/28/2019 07:00:00 AM
Progress,PS002Q,QUEENS,,PAASSEMBLY,Deficiency,08/27/2019 01:00:00 PM
Progress,PS002X,BRONX,,FINALCONSTRUCTION,Deficiency,08/22/2019 01:40:00 PM
Progress,PS002X,BRONX,,FINALCONSTRUCTION,Deficiency,08/29/2019 05:09:02 PM
Progress,PS003R,STATEN ISLAND,,HVAC,Deficiency,08/28/2019 03:00:00 PM
Progress,PS003R,STATEN ISLAND,,HVAC,Required Test,08/14/2019 01:00:00 PM
Progress,PS006M,MANHATTAN,,ARCHITECTURAL,Deficiency,08/02/2019 11:00:00 AM
Progress,PS006M,MANHATTAN,,ARCHITECTURAL,Project info,08/02/2019 11:00:00 AM
Progress,PS006X,BRONX,,FINALCONSTRUCTION,Deficiency,08/16/2019 10:10:00 AM
Progress,PS007Q,QUEENS,,HVAC,Project info,08/06/2019 04:00:00 PM
Progress,PS007Q,QUEENS,,LOWVOLTAGE,Deficiency,08/05/2019 05:15:00 PM
Progress,PS009Q,QUEENS,,MASONRY,Deficiency,08/20/2019 05:00:00 PM
Progress,PS009Q,QUEENS,,ROOFING,Deficiency,08/27/2019 02:00:00 PM
Progress,PS013K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/01/2019 05:48:29 PM
Progress,PS014X,BRONX,,FINALCONSTRUCTION,Deficiency,08/19/2019 02:08:00 PM
Progress,PS014X,BRONX,,LOWVOLTAGE,Deficiency,08/23/2019 07:00:00 AM
Progress,PS014X,BRONX,,POWERANDLIGHTING,Deficiency,08/23/2019 07:00:00 AM
Progress,PS014X,BRONX,,POWERANDLIGHTING,Deficiency,08/27/2019 09:38:30 AM
Progress,PS014X,BRONX,,POWERANDLIGHTING,Project info,08/23/2019 07:00:00 AM
Progress,PS014X,BRONX,,POWERANDLIGHTING,Required Test,08/23/2019 07:00:00 AM
Progress,PS016K,BROOKLYN,,ROOFING,Deficiency,08/16/2019 03:00:00 PM
Progress,PS017K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/21/2019 07:00:00 AM
Progress,PS017K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/28/2019 07:00:00 AM
Progress,PS017K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/21/2019 07:00:00 AM
Progress,PS017K,BROOKLYN,,ARCHITECTURAL,Project info,08/14/2019 10:00:00 AM
Progress,PS017K,BROOKLYN,,HVAC,Deficiency,08/09/2019 11:00:00 AM
Progress,PS017K,BROOKLYN,,HVAC,Deficiency,08/16/2019 12:00:00 PM
Progress,PS018K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/15/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/19/2019 01:00:00 PM
Progress,PS018K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/22/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/29/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/15/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,ARCHITECTURAL,Issue to Resolve,08/22/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/23/2019 02:32:00 PM
Progress,PS018K,BROOKLYN,,HVAC,Deficiency,08/09/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,HVAC,Issue to Resolve,08/09/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,LOWVOLTAGE,Project info,08/15/2019 01:04:00 PM
Progress,PS018K,BROOKLYN,,MASONRY,Deficiency,08/01/2019 09:30:00 AM
Progress,PS018K,BROOKLYN,,MASONRY,Deficiency,08/12/2019 12:30:00 PM
Progress,PS018K,BROOKLYN,,PAASSEMBLY,Deficiency,08/23/2019 07:05:14 PM
Progress,PS018K,BROOKLYN,,PLUMBING,Deficiency,08/06/2019 10:00:00 AM
Progress,PS018K,BROOKLYN,,PLUMBING,Deficiency,08/13/2019 10:00:00 AM
Progress,PS018K,BROOKLYN,,PLUMBING,Deficiency,08/20/2019 10:00:00 AM
Progress,PS018K,BROOKLYN,,PLUMBING,Deficiency,08/27/2019 10:00:00 AM
Progress,PS018K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/23/2019 06:30:00 PM
Progress,PS018K,BROOKLYN,,POWERANDLIGHTING,Project info,08/21/2019 09:33:00 AM
Progress,PS018K,BROOKLYN,,ROOFING,Deficiency,08/09/2019 09:30:00 AM
Progress,PS018K,BROOKLYN,,WINDOW,Deficiency,08/14/2019 07:00:00 AM
Progress,PS018K,BROOKLYN,,WINDOW,Deficiency,08/29/2019 01:00:00 PM
Progress,PS019Q,QUEENS,,ARCHITECTURAL,Deficiency,08/15/2019 07:00:00 AM
Progress,PS019Q,QUEENS,,ARCHITECTURAL,Deficiency,08/15/2019 09:30:00 AM
Progress,PS019Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/13/2019 10:00:00 AM
Progress,PS019Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/19/2019 10:00:00 AM
Progress,PS019Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/26/2019 11:30:00 AM
Progress,PS019Q,QUEENS,,FINALCONSTRUCTION,Out of Scope DSF,08/26/2019 11:00:00 AM
Progress,PS019X,BRONX,,ARCHITECTURAL,Deficiency,08/12/2019 09:00:00 AM
Progress,PS019X,BRONX,,ARCHITECTURAL,Deficiency,08/19/2019 08:00:00 AM
Progress,PS019X,BRONX,,FINALCONSTRUCTION,Deficiency,08/14/2019 01:00:00 PM
Progress,PS019X,BRONX,,FINALCONSTRUCTION,Deficiency,08/21/2019 02:00:00 PM
Progress,PS019X,BRONX,,HVAC,Project info,08/08/2019 12:00:00 PM
Progress,PS019X,BRONX,,MASONRY,Deficiency,08/08/2019 12:30:00 PM
Progress,PS019X,BRONX,,PLUMBING,Deficiency,08/06/2019 10:00:00 AM
Progress,PS019X,BRONX,,SPRINKLERSTANDPIPE,Project info,08/09/2019 01:00:00 PM
Progress,PS019X,BRONX,,WINDOW,Deficiency,08/02/2019 12:00:00 PM
Progress,PS019X,BRONX,,WINDOW,Deficiency,08/21/2019 10:00:00 AM
Progress,PS019X,BRONX,,WINDOW,Deficiency,08/28/2019 10:00:00 AM
Progress,PS019X,BRONX,,WINDOW,Project info,08/02/2019 12:00:00 PM
